Timestamp,User_ID,IP_Address,Activity_Type,Resource_Accessed,File_Name,Action,Login_Attempts,File_Size,Anomaly_Type,Label
22:15.2,6774,192.168.130.104,File_Modification,/project/new_project.docx,new_project.docx,N/A,,46.08,DDoS_Attempt,Suspicious
29:59.5,8867,172.21.26.32,Network_Traffic,/network/logs/report1.pdf,,Write,,,None,Normal
45:31.1,6165,192.168.126.79,Remote_Login,/shared/documents/document2.docx,,Inserted,4,,None,Normal
57:36.6,9469,192.168.133.74,USB_Insert,/shared/documents/new_project.docx,,N/A,,,None,Normal
51:31.6,1816,172.23.175.143,File_Access,/confidential/report1.pdf,report1.pdf,Failed,,5.36,None,Normal
23:15.1,2764,10.78.155.129,File_Modification,/shared/documents/report2.pdf,report2.pdf,Success,,49.89,None,Normal
24:26.6,2051,172.20.65.211,Login,/backup/report2.pdf,,Failed,6,,None,Normal
00:01.5,8683,172.30.105.181,File_Modification,/confidential/data.csv,data.csv,N/A,,1.69,None,Normal
04:46.9,9574,10.5.188.178,File_Modification,/shared/documents/secrets.txt,secrets.txt,Write,,40.56,None,Normal
26:51.7,5542,10.11.169.233,USB_Insert,/confidential/new_project.docx,,Read,,,None,Normal
05:45.7,2308,172.16.21.166,File_Access,/network/logs/secrets.txt,secrets.txt,Delete,,23.75,None,Normal
42:04.5,1322,10.172.86.55,Login,/server/report1.pdf,,N/A,3,,Data_Exfil,Suspicious
12:05.3,6429,172.17.98.61,USB_Insert,/network/logs/new_project.docx,,Inserted,,,None,Normal
09:20.1,2533,172.22.0.228,File_Deletion,/backup/new_project.docx,new_project.docx,N/A,,29.04,None,Normal
15:40.2,4958,192.168.235.87,File_Access,/backup/data.csv,data.csv,N/A,,27.77,None,Normal
25:45.9,6012,192.168.13.65,File_Access,/shared/documents/report2.pdf,report2.pdf,N/A,,24.16,None,Normal
00:40.5,4137,172.25.43.141,Network_Traffic,/server/secrets.txt,,Read,,,None,Normal
59:17.8,6178,10.246.49.123,Login,/shared/documents/document2.docx,,N/A,7,,None,Normal
32:16.0,1874,172.18.196.161,Remote_Login,/network/logs/document2.docx,,N/A,9,,None,Normal
37:23.0,6372,10.57.254.81,Login,/backup/data.csv,,N/A,9,,None,Normal
16:52.0,8797,192.168.113.139,File_Access,/server/report1.pdf,report1.pdf,Delete,,6.19,DDoS_Attempt,Suspicious
38:26.6,1216,192.168.154.14,File_Modification,/server/document2.docx,document2.docx,Write,,27.44,None,Normal
57:22.4,4387,10.50.127.71,File_Modification,/network/logs/document2.docx,document2.docx,Success,,10.05,None,Normal
13:18.4,9038,10.126.168.109,Remote_Login,/confidential/document2.docx,,Read,5,,DDoS_Attempt,Suspicious
45:55.5,3703,192.168.206.39,Remote_Login,/confidential/report1.pdf,,Write,2,,None,Normal
17:06.1,9486,172.24.94.173,Network_Traffic,/network/logs/new_project.docx,,Write,,,None,Normal
25:55.7,8009,10.27.176.205,File_Deletion,/confidential/new_project.docx,new_project.docx,Write,,3.96,Brute_Force,Suspicious
13:36.4,8105,192.168.215.29,File_Deletion,/network/logs/document2.docx,document2.docx,Failed,,21.82,None,Normal
21:22.0,9006,172.26.198.41,File_Modification,/backup/report2.pdf,report2.pdf,Failed,,30.8,None,Normal
47:42.0,7903,172.30.99.130,Network_Traffic,/shared/documents/document2.docx,,Write,,,None,Normal
04:04.5,3720,192.168.120.54,Network_Traffic,/project/new_project.docx,,Write,,,None,Normal
37:05.8,5750,172.26.40.66,File_Deletion,/backup/report1.pdf,report1.pdf,Write,,30.53,DDoS_Attempt,Suspicious
27:56.2,9124,192.168.251.148,File_Access,/server/secrets.txt,secrets.txt,Failed,,21.69,None,Normal
33:30.5,6207,10.166.115.11,File_Deletion,/backup/secrets.txt,secrets.txt,Read,,25.48,None,Normal
43:13.6,9918,192.168.104.159,Remote_Login,/network/logs/secrets.txt,,Delete,10,,None,Normal
47:38.5,4540,172.19.159.234,File_Deletion,/network/logs/new_project.docx,new_project.docx,N/A,,2.06,None,Normal
25:05.5,9587,10.96.38.217,Login,/backup/secrets.txt,,Read,9,,None,Normal
24:28.6,2366,10.144.236.0,File_Access,/shared/documents/document2.docx,document2.docx,N/A,,35.37,None,Normal
07:26.1,5387,10.216.5.75,File_Modification,/project/data.csv,data.csv,N/A,,2.32,None,Normal
24:12.6,1573,192.168.194.214,USB_Insert,/project/report2.pdf,,Write,,,None,Normal
12:02.0,4474,192.168.252.238,Remote_Login,/project/report2.pdf,,Failed,5,,Brute_Force,Suspicious
54:02.6,7405,172.30.5.131,Network_Traffic,/backup/new_project.docx,,Write,,,None,Normal
19:29.0,2885,192.168.156.89,Network_Traffic,/network/logs/new_project.docx,,Delete,,,None,Normal
00:14.6,1967,172.22.207.114,File_Modification,/shared/documents/report2.pdf,report2.pdf,Write,,2.64,None,Normal
20:50.7,6147,192.168.6.11,USB_Insert,/server/report2.pdf,,Read,,,None,Normal
25:34.5,4820,192.168.246.58,Login,/shared/documents/document2.docx,,Failed,1,,None,Normal
02:15.1,1126,10.200.148.29,Network_Traffic,/shared/documents/new_project.docx,,Write,,,None,Normal
41:22.6,1449,10.198.140.86,Remote_Login,/project/report1.pdf,,Read,3,,USB_Access,Suspicious
56:04.7,8485,10.53.173.46,File_Modification,/shared/documents/secrets.txt,secrets.txt,Success,,11.19,None,Normal
34:35.3,2088,172.17.193.238,File_Deletion,/backup/report1.pdf,report1.pdf,Read,,46.49,None,Normal
19:21.6,8031,192.168.85.81,Network_Traffic,/shared/documents/report2.pdf,,N/A,,,None,Normal
29:49.4,1411,172.20.137.209,USB_Insert,/project/secrets.txt,,Write,,,None,Normal
35:31.7,3931,10.59.205.104,File_Modification,/network/logs/document2.docx,document2.docx,Write,,28.52,None,Normal
32:08.1,5259,192.168.208.250,File_Deletion,/shared/documents/document2.docx,document2.docx,Failed,,24.95,None,Normal
16:30.2,6714,10.67.151.161,Login,/server/document2.docx,,Inserted,8,,None,Normal
01:02.4,5215,172.24.6.36,File_Modification,/shared/documents/new_project.docx,new_project.docx,Failed,,13.03,None,Normal
16:30.6,8991,192.168.93.13,File_Deletion,/confidential/new_project.docx,new_project.docx,Read,,16.02,None,Normal
52:40.6,7762,192.168.207.14,Network_Traffic,/shared/documents/report2.pdf,,Inserted,,,None,Normal
41:21.6,1685,10.146.230.251,File_Modification,/backup/report1.pdf,report1.pdf,Delete,,7.08,None,Normal
03:24.1,6905,192.168.215.177,File_Deletion,/shared/documents/data.csv,data.csv,Read,,38.68,None,Normal
40:52.2,7312,172.24.33.223,Login,/shared/documents/new_project.docx,,Read,5,,None,Normal
40:03.5,7134,10.232.157.31,Login,/network/logs/secrets.txt,,N/A,7,,None,Normal
18:02.0,1869,10.247.93.213,File_Deletion,/server/new_project.docx,new_project.docx,Write,,23.65,None,Normal
24:52.3,7704,10.196.128.214,Network_Traffic,/backup/document2.docx,,Inserted,,,None,Normal
14:35.9,8825,192.168.85.130,File_Deletion,/network/logs/report2.pdf,report2.pdf,Delete,,44.51,None,Normal
23:41.4,2811,10.181.115.5,Login,/project/report2.pdf,,N/A,4,,None,Normal
17:32.2,2736,192.168.157.198,Login,/confidential/secrets.txt,,Inserted,8,,None,Normal
05:43.0,2467,172.19.146.46,File_Access,/backup/data.csv,data.csv,Success,,24.97,None,Normal
44:17.6,7967,10.74.145.204,File_Modification,/shared/documents/new_project.docx,new_project.docx,Delete,,17.13,None,Normal
44:44.0,8640,172.19.37.221,USB_Insert,/project/new_project.docx,,Delete,,,None,Normal
02:11.6,7098,10.120.85.171,File_Deletion,/confidential/report2.pdf,report2.pdf,Success,,48.83,None,Normal
28:40.7,5398,172.28.24.11,File_Modification,/shared/documents/new_project.docx,new_project.docx,Failed,,26.25,None,Normal
26:43.7,8303,192.168.109.140,Login,/server/document2.docx,,Delete,2,,DDoS_Attempt,Suspicious
01:05.5,3651,172.26.155.40,File_Modification,/backup/new_project.docx,new_project.docx,Success,,15.13,None,Normal
24:47.0,5590,192.168.183.241,File_Deletion,/confidential/new_project.docx,new_project.docx,Delete,,24.75,None,Normal
53:52.9,6719,10.224.128.79,File_Modification,/network/logs/new_project.docx,new_project.docx,Failed,,27.68,None,Normal
58:30.6,6698,172.19.217.5,File_Access,/server/report2.pdf,report2.pdf,Delete,,0.76,None,Normal
09:46.0,4121,192.168.170.214,File_Deletion,/shared/documents/document2.docx,document2.docx,Inserted,,43.23,None,Normal
26:30.4,5832,10.208.112.181,File_Deletion,/network/logs/new_project.docx,new_project.docx,N/A,,16.97,None,Normal
56:46.8,8826,192.168.193.31,USB_Insert,/backup/document2.docx,,Write,,,Brute_Force,Suspicious
57:00.1,3341,192.168.18.140,USB_Insert,/shared/documents/secrets.txt,,Delete,,,None,Normal
52:14.6,2907,172.19.63.169,Remote_Login,/confidential/report2.pdf,,Read,6,,None,Normal
02:15.2,1695,172.20.60.240,Login,/project/secrets.txt,,Delete,1,,None,Normal
34:20.8,8399,172.19.248.9,File_Modification,/backup/document2.docx,document2.docx,Failed,,34.34,None,Normal
36:23.9,5266,10.78.156.33,File_Modification,/network/logs/secrets.txt,secrets.txt,Success,,17.47,None,Normal
44:09.9,2306,192.168.186.85,File_Modification,/network/logs/new_project.docx,new_project.docx,Success,,19.82,None,Normal
48:23.3,3799,172.30.222.162,File_Modification,/shared/documents/secrets.txt,secrets.txt,Inserted,,3.57,None,Normal
11:23.3,1572,10.119.157.128,File_Access,/confidential/report1.pdf,report1.pdf,Inserted,,11.86,Data_Exfil,Suspicious
08:01.2,9429,10.117.231.241,Network_Traffic,/network/logs/report2.pdf,,Failed,,,None,Normal
03:38.3,9918,192.168.114.173,Remote_Login,/network/logs/data.csv,,Read,2,,None,Normal
46:41.5,4908,10.153.119.29,Remote_Login,/network/logs/report1.pdf,,Success,1,,None,Normal
04:48.2,2298,10.24.59.213,File_Modification,/network/logs/secrets.txt,secrets.txt,Success,,33.53,None,Normal
38:42.8,5978,10.119.41.95,Login,/project/data.csv,,Success,2,,None,Normal
35:11.0,4422,10.165.3.251,File_Access,/shared/documents/new_project.docx,new_project.docx,Delete,,46.25,None,Normal
50:59.5,5831,10.176.243.54,Remote_Login,/network/logs/secrets.txt,,Success,6,,None,Normal
46:00.0,6896,172.16.142.236,USB_Insert,/backup/report2.pdf,,Failed,,,None,Normal
13:24.4,8674,10.241.184.68,File_Deletion,/backup/report1.pdf,report1.pdf,N/A,,22.67,None,Normal
18:01.9,6349,172.26.149.247,File_Access,/confidential/report1.pdf,report1.pdf,Delete,,22.53,None,Normal
21:17.3,2859,10.66.198.117,Login,/backup/new_project.docx,,Inserted,7,,None,Normal
36:47.7,4284,172.23.95.83,File_Access,/backup/report2.pdf,report2.pdf,Write,,25.31,Brute_Force,Suspicious
33:39.4,4691,172.27.173.182,Remote_Login,/server/document2.docx,,Delete,10,,None,Normal
18:16.8,7836,172.19.70.147,Login,/confidential/report2.pdf,,Success,7,,None,Normal
34:59.6,4737,172.27.4.110,File_Deletion,/project/document2.docx,document2.docx,Write,,45.43,None,Normal
26:15.4,5632,172.22.163.4,Remote_Login,/server/report2.pdf,,Failed,10,,None,Normal
46:48.4,8150,10.116.166.29,File_Deletion,/backup/data.csv,data.csv,Read,,49.1,None,Normal
26:39.6,3076,172.29.180.250,USB_Insert,/confidential/new_project.docx,,Inserted,,,None,Normal
29:32.9,5845,192.168.96.91,Network_Traffic,/server/document2.docx,,Read,,,None,Normal
09:41.2,6780,192.168.209.20,Remote_Login,/confidential/report2.pdf,,Success,5,,None,Normal
39:02.5,4947,10.206.96.7,USB_Insert,/backup/report1.pdf,,Delete,,,None,Normal
05:13.7,2207,192.168.146.98,File_Modification,/shared/documents/data.csv,data.csv,Inserted,,4.97,None,Normal
29:25.1,3036,192.168.123.134,USB_Insert,/project/new_project.docx,,Inserted,,,None,Normal
24:23.2,8776,192.168.189.164,File_Modification,/shared/documents/document2.docx,document2.docx,N/A,,7.67,None,Normal
40:02.4,2360,172.19.219.57,File_Deletion,/server/report2.pdf,report2.pdf,Read,,19.55,None,Normal
27:40.4,9778,10.33.218.50,Network_Traffic,/network/logs/document2.docx,,Failed,,,None,Normal
33:36.2,5175,172.25.192.229,USB_Insert,/backup/secrets.txt,,Delete,,,None,Normal
46:42.4,4258,10.192.83.77,File_Modification,/network/logs/report1.pdf,report1.pdf,Inserted,,2.49,None,Normal
55:45.6,8663,172.28.30.127,USB_Insert,/backup/report1.pdf,,Inserted,,,None,Normal
34:42.6,6877,192.168.171.212,File_Deletion,/project/new_project.docx,new_project.docx,Inserted,,15.14,None,Normal
51:27.3,2709,172.19.233.186,File_Access,/network/logs/report1.pdf,report1.pdf,Success,,0.73,None,Normal
18:03.2,6708,10.185.178.198,Remote_Login,/confidential/new_project.docx,,N/A,6,,DDoS_Attempt,Suspicious
27:05.3,5741,192.168.158.47,File_Modification,/network/logs/report1.pdf,report1.pdf,Delete,,45.42,None,Normal
24:11.3,4442,10.0.204.37,File_Access,/backup/report2.pdf,report2.pdf,Delete,,26.44,None,Normal
47:15.8,9784,10.196.255.221,File_Deletion,/server/data.csv,data.csv,Delete,,3.04,None,Normal
36:28.2,4555,192.168.117.76,USB_Insert,/shared/documents/report1.pdf,,Read,,,None,Normal
06:32.7,7000,172.26.171.249,Network_Traffic,/backup/secrets.txt,,Failed,,,None,Normal
26:50.1,9797,192.168.3.22,Network_Traffic,/backup/data.csv,,Success,,,None,Normal
48:58.0,9952,192.168.176.57,USB_Insert,/network/logs/data.csv,,Write,,,None,Normal
26:17.8,7978,172.28.63.184,File_Deletion,/network/logs/new_project.docx,new_project.docx,Failed,,12.2,None,Normal
38:08.9,6230,192.168.213.91,Login,/backup/new_project.docx,,Read,10,,None,Normal
51:14.4,3604,172.31.5.136,Remote_Login,/backup/document2.docx,,Delete,9,,None,Normal
27:23.6,5792,10.101.91.117,File_Deletion,/shared/documents/report2.pdf,report2.pdf,Read,,2.23,None,Normal
38:30.1,7785,172.22.167.119,Login,/backup/report1.pdf,,N/A,3,,None,Normal
39:21.2,5415,10.116.136.243,USB_Insert,/confidential/report2.pdf,,Delete,,,USB_Access,Suspicious
42:17.9,1156,192.168.18.91,File_Modification,/network/logs/report1.pdf,report1.pdf,Delete,,30.25,None,Normal
39:14.9,3996,192.168.21.108,Network_Traffic,/project/document2.docx,,N/A,,,None,Normal
40:03.7,7919,192.168.100.74,Remote_Login,/backup/data.csv,,N/A,2,,None,Normal
03:59.9,6930,192.168.166.53,Remote_Login,/shared/documents/report1.pdf,,Read,1,,None,Normal
04:34.0,4863,192.168.132.91,File_Access,/confidential/secrets.txt,secrets.txt,Read,,32.14,None,Normal
37:54.0,9686,10.185.163.102,File_Deletion,/server/report1.pdf,report1.pdf,Write,,29.44,None,Normal
58:11.1,2202,172.18.194.4,Network_Traffic,/confidential/new_project.docx,,Success,,,None,Normal
19:10.3,9945,172.24.72.178,File_Modification,/project/secrets.txt,secrets.txt,Delete,,40.74,None,Normal
46:46.5,9908,192.168.200.53,File_Access,/project/document2.docx,document2.docx,Success,,7.71,Brute_Force,Suspicious
48:12.5,5102,172.20.182.0,Remote_Login,/backup/report1.pdf,,Write,3,,Brute_Force,Suspicious
55:02.5,6477,192.168.6.184,Remote_Login,/shared/documents/document2.docx,,Success,3,,Data_Exfil,Suspicious
16:57.1,8672,172.28.38.89,Network_Traffic,/network/logs/document2.docx,,Success,,,None,Normal
17:14.7,1354,192.168.193.215,File_Deletion,/shared/documents/new_project.docx,new_project.docx,Inserted,,32.54,None,Normal
27:49.1,4157,10.71.234.153,Network_Traffic,/network/logs/report1.pdf,,Read,,,USB_Access,Suspicious
20:25.5,4138,10.215.115.26,Remote_Login,/backup/data.csv,,Read,8,,None,Normal
09:57.9,8180,192.168.115.118,Network_Traffic,/server/new_project.docx,,Inserted,,,None,Normal
36:45.1,7821,172.20.242.217,Login,/shared/documents/report2.pdf,,Read,10,,None,Normal
44:51.0,5067,172.18.106.154,Network_Traffic,/network/logs/data.csv,,Delete,,,None,Normal
44:27.9,7576,10.70.148.123,File_Access,/server/report1.pdf,report1.pdf,Inserted,,2.22,None,Normal
50:58.9,8133,10.226.52.165,File_Deletion,/project/report2.pdf,report2.pdf,Inserted,,32.63,USB_Access,Suspicious
39:33.8,1650,192.168.147.134,Login,/shared/documents/data.csv,,Inserted,6,,None,Normal
42:53.3,4953,172.29.116.84,Network_Traffic,/project/document2.docx,,N/A,,,None,Normal
49:54.9,8627,10.56.12.78,Login,/shared/documents/secrets.txt,,Write,1,,None,Normal
14:32.2,2916,172.21.169.217,File_Deletion,/confidential/document2.docx,document2.docx,Delete,,39.67,None,Normal
17:59.6,6380,192.168.175.221,File_Modification,/shared/documents/report2.pdf,report2.pdf,N/A,,25.35,None,Normal
22:42.9,3305,192.168.227.184,File_Modification,/confidential/report2.pdf,report2.pdf,Read,,42.17,DDoS_Attempt,Suspicious
39:03.6,2447,10.58.166.182,File_Access,/server/secrets.txt,secrets.txt,N/A,,32.58,DDoS_Attempt,Suspicious
37:32.6,1876,192.168.125.170,Remote_Login,/server/new_project.docx,,N/A,1,,None,Normal
34:48.2,8241,172.29.166.240,File_Access,/network/logs/document2.docx,document2.docx,Delete,,35.74,None,Normal
07:51.4,6065,192.168.147.60,USB_Insert,/network/logs/report2.pdf,,N/A,,,None,Normal
32:38.4,6914,10.25.191.59,Remote_Login,/backup/secrets.txt,,Write,1,,None,Normal
54:58.8,7265,192.168.13.188,File_Deletion,/network/logs/report2.pdf,report2.pdf,Read,,17.16,None,Normal
23:20.1,6842,10.96.141.175,Network_Traffic,/backup/secrets.txt,,Read,,,None,Normal
29:49.9,3113,10.185.244.25,File_Modification,/shared/documents/report1.pdf,report1.pdf,Inserted,,11.48,USB_Access,Suspicious
42:57.0,1194,192.168.221.26,File_Modification,/backup/secrets.txt,secrets.txt,N/A,,1.53,None,Normal
37:25.3,9093,192.168.132.87,Login,/shared/documents/document2.docx,,Success,8,,None,Normal
04:58.2,1907,172.30.83.215,File_Deletion,/server/secrets.txt,secrets.txt,Failed,,34.27,None,Normal
20:40.4,4195,10.42.44.195,Remote_Login,/shared/documents/data.csv,,Write,8,,None,Normal
10:08.1,9663,192.168.162.168,Login,/backup/secrets.txt,,Delete,4,,None,Normal
04:01.5,8022,10.191.172.144,Remote_Login,/shared/documents/document2.docx,,Write,7,,None,Normal
33:21.4,9278,10.218.164.141,Remote_Login,/server/report1.pdf,,Read,5,,None,Normal
49:50.3,2158,172.17.159.133,Login,/network/logs/secrets.txt,,Write,4,,None,Normal
12:16.2,9040,172.18.236.223,File_Access,/backup/report2.pdf,report2.pdf,Write,,21.2,None,Normal
53:35.0,1868,172.16.68.123,Network_Traffic,/server/report1.pdf,,N/A,,,None,Normal
31:41.6,2774,10.193.234.250,Network_Traffic,/shared/documents/document2.docx,,Write,,,None,Normal
05:31.5,4934,172.29.61.202,File_Modification,/shared/documents/data.csv,data.csv,N/A,,42.61,None,Normal
03:12.1,3846,10.100.169.128,Remote_Login,/project/secrets.txt,,Read,3,,None,Normal
10:50.0,5518,172.26.29.132,Network_Traffic,/confidential/report2.pdf,,N/A,,,None,Normal
45:57.9,7489,192.168.41.34,Remote_Login,/confidential/document2.docx,,Delete,5,,None,Normal
38:57.3,7530,192.168.213.45,File_Modification,/server/secrets.txt,secrets.txt,Failed,,12.66,DDoS_Attempt,Suspicious
31:40.8,8098,172.25.91.230,Network_Traffic,/project/report1.pdf,,N/A,,,None,Normal
58:09.5,3345,172.21.79.91,Remote_Login,/network/logs/secrets.txt,,N/A,6,,None,Normal
24:09.1,4518,172.17.125.113,File_Access,/server/document2.docx,document2.docx,Write,,15.09,Data_Exfil,Suspicious
21:17.8,5351,192.168.212.24,File_Deletion,/network/logs/report2.pdf,report2.pdf,Delete,,40.55,Brute_Force,Suspicious
49:24.8,6642,192.168.106.230,File_Deletion,/shared/documents/document2.docx,document2.docx,Failed,,31.34,None,Normal
12:03.3,2299,10.121.183.213,Remote_Login,/network/logs/report1.pdf,,Write,4,,None,Normal
56:58.9,1564,172.27.143.170,Network_Traffic,/project/report1.pdf,,N/A,,,None,Normal
08:00.4,7258,10.31.227.173,USB_Insert,/network/logs/report1.pdf,,Failed,,,Data_Exfil,Suspicious
00:01.6,1586,192.168.162.21,USB_Insert,/server/data.csv,,Write,,,None,Normal
31:21.5,6627,192.168.81.56,USB_Insert,/backup/data.csv,,N/A,,,None,Normal
53:10.5,9996,172.17.32.34,File_Deletion,/server/new_project.docx,new_project.docx,Write,,31.52,None,Normal
58:54.3,3568,172.25.78.243,USB_Insert,/backup/secrets.txt,,Success,,,None,Normal
24:39.8,2937,192.168.40.252,USB_Insert,/server/report2.pdf,,N/A,,,None,Normal
13:43.2,6741,10.34.93.53,File_Deletion,/shared/documents/data.csv,data.csv,Success,,26.61,None,Normal
12:12.8,2948,10.171.20.95,Network_Traffic,/backup/new_project.docx,,Read,,,None,Normal
38:04.2,5297,10.32.31.89,USB_Insert,/network/logs/secrets.txt,,Inserted,,,None,Normal
29:47.3,5761,192.168.184.73,Login,/shared/documents/data.csv,,Write,3,,None,Normal
39:34.3,5198,172.25.95.68,Login,/server/secrets.txt,,Failed,5,,None,Normal
08:13.6,7619,192.168.187.33,Login,/confidential/new_project.docx,,Write,5,,DDoS_Attempt,Suspicious
11:35.1,2015,172.16.137.90,Remote_Login,/shared/documents/data.csv,,Write,2,,DDoS_Attempt,Suspicious
02:36.9,6854,172.22.254.100,Login,/network/logs/new_project.docx,,Write,1,,None,Normal
17:39.2,7736,172.26.173.97,Login,/project/new_project.docx,,Success,7,,None,Normal
39:51.7,4366,172.18.186.67,File_Modification,/backup/new_project.docx,new_project.docx,Success,,38.67,None,Normal
29:26.5,6605,192.168.112.43,Remote_Login,/network/logs/secrets.txt,,N/A,4,,None,Normal
08:07.2,5587,192.168.52.31,File_Modification,/shared/documents/report2.pdf,report2.pdf,Failed,,37.09,DDoS_Attempt,Suspicious
16:25.0,9137,10.197.182.210,File_Modification,/shared/documents/data.csv,data.csv,Write,,30.48,None,Normal
30:52.8,5199,192.168.155.25,USB_Insert,/confidential/new_project.docx,,Failed,,,None,Normal
14:09.0,4307,172.27.144.129,Remote_Login,/shared/documents/new_project.docx,,N/A,9,,None,Normal
16:20.5,9530,10.75.136.237,File_Access,/project/report1.pdf,report1.pdf,Write,,20.07,None,Normal
55:26.6,6519,172.26.209.229,USB_Insert,/project/data.csv,,N/A,,,None,Normal
38:13.3,7061,10.135.197.45,Network_Traffic,/confidential/data.csv,,Failed,,,None,Normal
27:35.3,7466,192.168.242.253,Login,/confidential/secrets.txt,,Success,4,,None,Normal
42:42.1,2618,192.168.20.147,Remote_Login,/server/data.csv,,N/A,7,,None,Normal
